f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	1.39947	
0.0585938	2.20698	
0.117188	2.4033	
0.175781	2.31066	
0.234375	2.18368	
0.292969	2.09625	
0.351563	2.06312	
0.410157	2.06652	
0.46875	2.0803	
0.527344	2.09049	
0.585938	2.09769	
0.644532	2.10611	
0.703126	2.11503	
0.76172	2.11432	
0.820313	2.08076	
0.878907	1.9937	
0.937501	1.87429	
0.996095	1.77388	
1.05469	1.7218	
1.11328	1.7196	
1.17188	1.56897	
1.23047	0.461655	
1.28906	-2.23264	
1.34766	-4.35451	
1.40625	-0.956434	
