f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	-0.446184	
0.0585938	0.398683	
0.117188	0.793153	
0.175781	0.90539	
0.234375	0.924106	
0.292969	0.916535	
0.351563	0.914981	
0.410157	0.928285	
0.46875	0.949169	
0.527344	0.965735	
0.585938	0.970304	
0.644532	0.961378	
0.703126	0.942506	
0.76172	0.919939	
0.820313	0.896496	
0.878907	0.865123	
0.937501	0.812326	
0.996095	0.733631	
1.05469	0.648455	
1.11328	0.518592	
1.17188	-0.0391243	
1.23047	-1.98194	
1.28906	-5.56885	
1.34766	-7.76011	
1.40625	-5.43806	
1.46485	1.75149	
