f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	-0.244688	
0.0585938	0.466873	
0.117188	0.865021	
0.175781	1.00543	
0.234375	1.03598	
0.292969	1.03373	
0.351563	1.03816	
0.410157	1.05538	
0.46875	1.07143	
0.527344	1.07113	
0.585938	1.04968	
0.644532	1.01407	
0.703126	0.979252	
0.76172	0.957178	
0.820313	0.941082	
0.878907	0.906582	
0.937501	0.84357	
0.996095	0.776201	
1.05469	0.732348	
1.11328	0.703188	
1.17188	0.624707	
1.23047	0.0745846	
1.28906	-2.72903	
1.34766	-8.75977	
1.40625	-14.2526	
1.46485	-15.2665	
