f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	0.402334	
0.0585938	1.10427	
0.117188	1.41026	
0.175781	1.48487	
0.234375	1.49317	
0.292969	1.49153	
0.351563	1.50484	
0.410157	1.53704	
0.46875	1.57889	
0.527344	1.61889	
0.585938	1.6495	
0.644532	1.66733	
0.703126	1.67306	
0.76172	1.6704	
0.820313	1.65876	
0.878907	1.62541	
0.937501	1.55381	
0.996095	1.44597	
1.05469	1.31423	
1.11328	1.05367	
1.17188	0.26832	
1.23047	-1.72774	
1.28906	-5.7404	
1.34766	-10.4565	
1.40625	-11.0617	
1.46485	-1.69571	
