f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	0.543798	
0.0585938	1.03317	
0.117188	1.2845	
0.175781	1.37677	
0.234375	1.41543	
0.292969	1.44147	
0.351563	1.47196	
0.410157	1.50918	
0.46875	1.55067	
0.527344	1.59603	
0.585938	1.64374	
0.644532	1.68869	
0.703126	1.7289	
0.76172	1.76958	
0.820313	1.81327	
0.878907	1.84837	
0.937501	1.85408	
0.996095	1.80327	
1.05469	1.64651	
1.11328	1.28967	
1.17188	0.568943	
1.23047	-0.878539	
1.28906	-3.3499	
1.34766	-5.85755	
1.40625	-7.19512	
1.46485	-9.02372	
