f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	-0.827394	
0.0585938	-0.645461	
0.117188	-0.474725	
0.175781	-0.365069	
0.234375	-0.299149	
0.292969	-0.255987	
0.351563	-0.222397	
0.410157	-0.191461	
0.46875	-0.157113	
0.527344	-0.113911	
0.585938	-0.0622482	
0.644532	-0.00737159	
0.703126	0.0510721	
0.76172	0.123388	
0.820313	0.214475	
0.878907	0.300665	
0.937501	0.333101	
0.996095	0.271362	
1.05469	0.0882935	
1.11328	-0.307032	
1.17188	-1.07319	
1.23047	-2.09658	
1.28906	-2.62847	
1.34766	-2.94443	
1.40625	-5.32449	
1.46485	-15.6838	
