f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	-1.37344	
0.0585938	-1.12898	
0.117188	-0.888075	
0.175781	-0.734079	
0.234375	-0.645292	
0.292969	-0.588294	
0.351563	-0.54143	
0.410157	-0.496145	
0.46875	-0.450245	
0.527344	-0.403115	
0.585938	-0.355585	
0.644532	-0.307708	
0.703126	-0.252691	
0.76172	-0.179511	
0.820313	-0.091622	
0.878907	-0.0216386	
0.937501	0.00188995	
0.996095	0.0325531	
1.05469	0.230491	
1.11328	0.767228	
1.17188	1.59334	
1.23047	2.35729	
1.28906	2.71458	
1.34766	1.24198	
1.40625	-2.00378	
1.46485	-3.65465	
