f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	-0.783084	
0.0585938	-0.627758	
0.117188	-0.434917	
0.175781	-0.316425	
0.234375	-0.260085	
0.292969	-0.226938	
0.351563	-0.194643	
0.410157	-0.159595	
0.46875	-0.12388	
0.527344	-0.0866451	
0.585938	-0.0479056	
0.644532	-0.0112695	
0.703126	0.0232812	
0.76172	0.0598717	
0.820313	0.087646	
0.878907	0.0683864	
0.937501	-0.0253677	
0.996095	-0.160169	
1.05469	-0.279797	
1.11328	-0.388968	
1.17188	-0.514237	
1.23047	-0.465338	
1.28906	0.566607	
1.34766	2.87115	
1.40625	7.65651	
1.46485	14.1991	
