f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	172.892	
0.0585938	114.987	
0.117188	115.922	
0.175781	125.13	
0.234375	138.358	
0.292969	154.22	
0.351563	170.123	
0.410157	181.517	
0.46875	186.534	
0.527344	188.267	
0.585938	189.217	
0.644532	190.883	
0.703126	195.039	
0.76172	203.049	
0.820313	215.031	
0.878907	227.947	
0.937501	237.125	
0.996095	247.103	
1.05469	265.08	
1.11328	281.084	
1.17188	271.539	
1.23047	262.081	
1.28906	271.679	
1.34766	268.181	
1.40625	232.769	
1.46485	216.107	
