f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	149.998	
0.0585938	84.3177	
0.117188	82.3221	
0.175781	87.3849	
0.234375	95.542	
0.292969	105.893	
0.351563	117.189	
0.410157	126.957	
0.46875	132.107	
0.527344	132.176	
0.585938	130.051	
0.644532	128.25	
0.703126	127.628	
0.76172	128.174	
0.820313	129.539	
0.878907	131.171	
0.937501	132.6	
0.996095	134.01	
1.05469	136.208	
1.11328	139.823	
1.17188	144.676	
1.23047	150.015	
1.28906	155.495	
1.34766	161.452	
1.40625	168.669	
1.46485	178.125	
