f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	190.377	
0.0585938	137.873	
0.117188	140.943	
0.175781	152.008	
0.234375	166.348	
0.292969	182.81	
0.351563	199.631	
0.410157	214.345	
0.46875	225.831	
0.527344	235.219	
0.585938	245.154	
0.644532	258.304	
0.703126	277.075	
0.76172	298.72	
0.820313	292.009	
0.878907	275.699	
0.937501	270.791	
0.996095	281.757	
1.05469	328.397	
1.11328	290.908	
1.17188	267.728	
1.23047	265.254	
1.28906	269.305	
1.34766	267.232	
1.40625	258.339	
1.46485	247.134	
