f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	171.771	
0.0585938	75.9541	
0.117188	73.2807	
0.175781	77.8249	
0.234375	85.741	
0.292969	96.3415	
0.351563	108.521	
0.410157	119.134	
0.46875	123.473	
0.527344	121.654	
0.585938	118.188	
0.644532	115.603	
0.703126	114.379	
0.76172	114.39	
0.820313	115.343	
0.878907	116.687	
0.937501	117.762	
0.996095	118.442	
1.05469	119.286	
1.11328	120.963	
1.17188	123.774	
1.23047	127.441	
1.28906	131.21	
1.34766	134.68	
1.40625	138.656	
1.46485	144.57	
