f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	245.416	
0.0585938	79.3022	
0.117188	76.0527	
0.175781	79.933	
0.234375	87.0937	
0.292969	96.791	
0.351563	108.009	
0.410157	118.415	
0.46875	124.449	
0.527344	124.934	
0.585938	122.848	
0.644532	121.013	
0.703126	120.362	
0.76172	120.838	
0.820313	122.027	
0.878907	123.342	
0.937501	124.276	
0.996095	124.903	
1.05469	125.927	
1.11328	128.089	
1.17188	131.6	
1.23047	135.844	
1.28906	139.648	
1.34766	142.137	
1.40625	143.343	
1.46485	143.977	
