f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	152.409	
0.0585938	171.589	
0.117188	193.652	
0.175781	204.715	
0.234375	205.309	
0.292969	207.284	
0.351563	213.512	
0.410157	221.274	
0.46875	225.861	
0.527344	225.152	
0.585938	222.753	
0.644532	222.655	
0.703126	225.89	
0.76172	229.609	
0.820313	228.41	
0.878907	224.605	
0.937501	224.648	
0.996095	231.007	
1.05469	242.979	
1.11328	258.597	
1.17188	264.308	
1.23047	247.618	
1.28906	235.446	
1.34766	225.163	
1.40625	216.006	
1.46485	210.583	
