f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	134.565	
0.0585938	119.718	
0.117188	121.424	
0.175781	129.819	
0.234375	142.515	
0.292969	158.233	
0.351563	173.807	
0.410157	184.269	
0.46875	188.808	
0.527344	191.337	
0.585938	194.25	
0.644532	198.084	
0.703126	203.49	
0.76172	211.133	
0.820313	220.746	
0.878907	231.578	
0.937501	245.735	
0.996095	270.167	
1.05469	309.967	
1.11328	280.627	
1.17188	260.826	
1.23047	258.329	
1.28906	272.764	
1.34766	275.008	
1.40625	243.096	
1.46485	224.344	
