f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	186.281	
0.0585938	136.996	
0.117188	140.724	
0.175781	152.761	
0.234375	168.262	
0.292969	185.74	
0.351563	202.669	
0.410157	216.112	
0.46875	227.241	
0.527344	240.374	
0.585938	257.756	
0.644532	271.664	
0.703126	268.785	
0.76172	263.059	
0.820313	261.471	
0.878907	261.121	
0.937501	262.8	
0.996095	273.903	
1.05469	310.291	
1.11328	287.741	
1.17188	261.959	
1.23047	256.827	
1.28906	256.348	
1.34766	252.751	
1.40625	250.595	
1.46485	246.854	
