f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	109.86	
0.0585938	85.0138	
0.117188	85.4015	
0.175781	91.5735	
0.234375	100.105	
0.292969	110.331	
0.351563	121.582	
0.410157	132.104	
0.46875	138.535	
0.527344	139.172	
0.585938	136.944	
0.644532	135.048	
0.703126	134.574	
0.76172	135.403	
0.820313	137.043	
0.878907	138.942	
0.937501	140.755	
0.996095	142.7	
1.05469	145.407	
1.11328	149.293	
1.17188	154.156	
1.23047	159.23	
1.28906	163.4	
1.34766	165.785	
1.40625	167.084	
1.46485	169.655	
