f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	119.935	
0.0585938	84.5182	
0.117188	83.7675	
0.175781	89.3424	
0.234375	97.5608	
0.292969	107.609	
0.351563	118.45	
0.410157	128.013	
0.46875	133.549	
0.527344	134.345	
0.585938	132.95	
0.644532	131.915	
0.703126	132.054	
0.76172	133.079	
0.820313	134.448	
0.878907	135.822	
0.937501	137.179	
0.996095	138.889	
1.05469	141.502	
1.11328	145.281	
1.17188	149.797	
1.23047	154.018	
1.28906	157.504	
1.34766	161.243	
1.40625	166.612	
1.46485	174.073	
