f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	219.134	
0.0585938	103.452	
0.117188	102.787	
0.175781	110.154	
0.234375	121.35	
0.292969	135.146	
0.351563	149.279	
0.410157	159.463	
0.46875	162.972	
0.527344	162.917	
0.585938	163.118	
0.644532	164.627	
0.703126	167.295	
0.76172	171.295	
0.820313	177.433	
0.878907	186.621	
0.937501	198.129	
0.996095	206.775	
1.05469	210.747	
1.11328	218.813	
1.17188	236.288	
1.23047	257.02	
1.28906	250.084	
1.34766	231.709	
1.40625	217.555	
1.46485	207.031	
