f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0.102539	33.1783	
0.109863	34.5397	
0.117188	35.9814	
0.124512	37.5268	
0.131836	39.17	
0.13916	40.8606	
0.146485	42.5081	
0.153809	44.0009	
0.161133	45.2334	
0.168457	46.1348	
0.175781	46.6878	
0.183106	46.9306	
0.19043	46.942	
0.197754	46.8179	
0.205078	46.6488	
0.212403	46.5049	
0.219727	46.4321	
0.227051	46.4553	
0.234375	46.5872	
0.241699	46.8372	
0.249024	47.2165	
0.256348	47.7373	
0.263672	48.407	
0.270996	49.2214	
0.278321	50.1602	
0.285645	51.1871	
0.292969	52.2553	
0.300293	53.3143	
0.307617	54.3167	
0.314942	55.2227	
0.322266	56.0032	
0.32959	56.6431	
0.336914	57.1436	
0.344239	57.5246	
0.351563	57.8249	
0.358887	58.0991	
0.366211	58.4114	
0.373536	58.8267	
0.38086	59.4015	
0.388184	60.176	
0.395508	61.1707	
0.402832	62.3861	
0.410157	63.8062	
0.417481	65.4035	
0.424805	67.1419	
0.432129	68.979	
0.439454	70.8666	
0.446778	72.7519	
0.454102	74.5799	
0.461426	76.2972	
0.46875	77.8575	
0.476075	79.2296	
0.483399	80.4027	
0.490723	81.3898	
0.498047	82.2248	
0.505372	82.9557	
0.512696	83.6373	
0.52002	84.3234	
0.527344	85.0629	
0.534669	85.8984	
0.541993	86.8648	
0.549317	87.9841	
0.556641	89.2567	
0.563965	90.6629	
0.57129	92.1874	
0.578614	93.8405	
0.585938	95.6466	
0.593262	97.6154	
0.600587	99.7281	
0.607911	101.941	
0.615235	104.197	
0.622559	106.42	
0.629883	108.509	
0.637208	110.335	
0.644532	111.764	
0.651856	112.714	
0.65918	113.187	
0.666505	113.248	
0.673829	112.981	
0.681153	112.451	
0.688477	111.707	
0.695801	110.802	
0.703126	109.799	
0.71045	108.767	
0.717774	107.762	
0.725098	106.825	
0.732423	105.981	
0.739747	105.262	
0.747071	104.705	
0.754395	104.347	
0.76172	104.211	
0.769044	104.291	
0.776368	104.554	
0.783692	104.959	
0.791016	105.472	
0.798341	106.073	
0.805665	106.745	
0.812989	107.468	
0.820313	108.201	
0.827638	108.888	
0.834962	109.468	
0.842286	109.898	
0.84961	110.17	
0.856934	110.309	
0.864259	110.362	
0.871583	110.393	
0.878907	110.479	
0.886231	110.706	
0.893556	111.157	
0.90088	111.896	
0.908204	112.949	
0.915528	114.298	
0.922852	115.865	
0.930177	117.508	
0.937501	119.025	
0.944825	120.18	
0.952149	120.774	
0.959474	120.726	
0.966798	120.13	
0.974122	119.214	
0.981446	118.265	
0.988771	117.546	
0.996095	117.253	
1.00342	117.497	
1.01074	118.303	
1.01807	119.611	
1.02539	121.296	
1.03272	123.187	
1.04004	125.136	
1.04736	127.088	
1.05469	129.133	
1.06201	131.46	
1.06934	134.249	
1.07666	137.525	
1.08399	141.002	
1.09131	144.222	
1.09863	147.652	
