f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0.102539	32.9024	
0.109863	34.2631	
0.117188	35.705	
0.124512	37.2482	
0.131836	38.8858	
0.13916	40.5687	
0.146485	42.2089	
0.153809	43.6971	
0.161133	44.9291	
0.168457	45.8337	
0.175781	46.3914	
0.183106	46.6372	
0.19043	46.6475	
0.197754	46.5175	
0.205078	46.339	
0.212403	46.1852	
0.219727	46.1052	
0.227051	46.126	
0.234375	46.2614	
0.241699	46.52	
0.249024	46.9116	
0.256348	47.4464	
0.263672	48.1297	
0.270996	48.9548	
0.278321	49.8974	
0.285645	50.9166	
0.292969	51.9599	
0.300293	52.9725	
0.307617	53.9052	
0.314942	54.7206	
0.322266	55.3963	
0.32959	55.925	
0.336914	56.3151	
0.344239	56.5901	
0.351563	56.7881	
0.358887	56.9596	
0.366211	57.1633	
0.373536	57.4593	
0.38086	57.9009	
0.388184	58.5273	
0.395508	59.3601	
0.402832	60.4028	
0.410157	61.6434	
0.417481	63.0582	
0.424805	64.6149	
0.432129	66.2739	
0.439454	67.9892	
0.446778	69.7101	
0.454102	71.3835	
0.461426	72.9579	
0.46875	74.3894	
0.476075	75.6475	
0.483399	76.7199	
0.490723	77.6142	
0.498047	78.3556	
0.505372	78.9817	
0.512696	79.5364	
0.52002	80.0642	
0.527344	80.608	
0.534669	81.2101	
0.541993	81.9172	
0.549317	82.7812	
0.556641	83.8488	
0.563965	85.1407	
0.57129	86.643	
0.578614	88.3245	
0.585938	90.1591	
0.593262	92.1323	
0.600587	94.2374	
0.607911	96.4756	
0.615235	98.8554	
0.622559	101.383	
0.629883	104.039	
0.637208	106.744	
0.644532	109.337	
0.651856	111.565	
0.65918	113.151	
0.666505	113.908	
0.673829	113.846	
0.681153	113.143	
0.688477	112.041	
0.695801	110.751	
0.703126	109.431	
0.71045	108.178	
0.717774	107.042	
0.725098	106.035	
0.732423	105.156	
0.739747	104.409	
0.747071	103.811	
0.754395	103.394	
0.76172	103.185	
0.769044	103.191	
0.776368	103.394	
0.783692	103.76	
0.791016	104.249	
0.798341	104.824	
0.805665	105.447	
0.812989	106.078	
0.820313	106.663	
0.827638	107.139	
0.834962	107.444	
0.842286	107.551	
0.84961	107.496	
0.856934	107.384	
0.864259	107.357	
0.871583	107.555	
0.878907	108.091	
0.886231	109.036	
0.893556	110.411	
0.90088	112.181	
0.908204	114.244	
0.915528	116.407	
0.922852	118.382	
0.930177	119.838	
0.937501	120.533	
0.944825	120.453	
0.952149	119.787	
0.959474	118.779	
0.966798	117.624	
0.974122	116.455	
0.981446	115.375	
0.988771	114.476	
0.996095	113.841	
1.00342	113.525	
1.01074	113.537	
1.01807	113.844	
1.02539	114.381	
1.03272	115.078	
1.04004	115.892	
1.04736	116.815	
1.05469	117.86	
1.06201	119.022	
1.06934	120.238	
1.07666	121.355	
1.08399	122.159	
1.09131	122.535	
1.09863	122.72	
