f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0.102539	35.5613	
0.109863	37.0008	
0.117188	38.5484	
0.124512	40.2335	
0.131836	42.0509	
0.13916	43.9443	
0.146485	45.8102	
0.153809	47.5189	
0.161133	48.946	
0.168457	50.0055	
0.175781	50.6743	
0.183106	50.9946	
0.19043	51.0567	
0.197754	50.9705	
0.205078	50.8386	
0.212403	50.7399	
0.219727	50.724	
0.227051	50.8151	
0.234375	51.0224	
0.241699	51.3499	
0.249024	51.8032	
0.256348	52.3899	
0.263672	53.1136	
0.270996	53.967	
0.278321	54.9267	
0.285645	55.953	
0.292969	56.9963	
0.300293	58.0054	
0.307617	58.9364	
0.314942	59.7567	
0.322266	60.4468	
0.32959	61.0002	
0.336914	61.423	
0.344239	61.7343	
0.351563	61.9673	
0.358887	62.1675	
0.366211	62.3881	
0.373536	62.6825	
0.38086	63.0968	
0.388184	63.6643	
0.395508	64.404	
0.402832	65.3221	
0.410157	66.4156	
0.417481	67.6736	
0.424805	69.0772	
0.432129	70.5969	
0.439454	72.1927	
0.446778	73.816	
0.454102	75.4165	
0.461426	76.9486	
0.46875	78.3778	
0.476075	79.6837	
0.483399	80.8581	
0.490723	81.9021	
0.498047	82.8245	
0.505372	83.6435	
0.512696	84.3896	
0.52002	85.1054	
0.527344	85.838	
0.534669	86.6248	
0.541993	87.4672	
0.549317	88.297	
0.556641	88.9724	
0.563965	89.3695	
0.57129	89.5164	
0.578614	89.5801	
0.585938	89.722	
0.593262	90.0183	
0.600587	90.4781	
0.607911	91.0879	
0.615235	91.8409	
0.622559	92.7467	
0.629883	93.8276	
0.637208	95.1077	
0.644532	96.6006	
0.651856	98.2997	
0.65918	100.17	
0.666505	102.147	
0.673829	104.136	
0.681153	106.026	
0.688477	107.709	
0.695801	109.105	
0.703126	110.179	
0.71045	110.95	
0.717774	111.473	
0.725098	111.82	
0.732423	112.063	
0.739747	112.269	
0.747071	112.496	
0.754395	112.796	
0.76172	113.201	
0.769044	113.721	
0.776368	114.34	
0.783692	115.038	
0.791016	115.797	
0.798341	116.602	
0.805665	117.43	
0.812989	118.235	
0.820313	118.939	
0.827638	119.438	
0.834962	119.625	
0.842286	119.435	
0.84961	118.881	
0.856934	118.061	
0.864259	117.127	
0.871583	116.241	
0.878907	115.543	
0.886231	115.131	
0.893556	115.065	
0.90088	115.366	
0.908204	116.027	
0.915528	116.998	
0.922852	118.162	
0.930177	119.282	
0.937501	119.985	
0.944825	119.888	
0.952149	118.883	
0.959474	117.25	
0.966798	115.444	
0.974122	113.844	
0.981446	112.675	
0.988771	112.035	
0.996095	111.926	
1.00342	112.286	
1.01074	113.014	
1.01807	114.009	
1.02539	115.196	
1.03272	116.549	
1.04004	118.093	
1.04736	119.908	
1.05469	122.129	
1.06201	124.962	
1.06934	128.722	
1.07666	133.918	
1.08399	141.239	
1.09131	148.314	
1.09863	141.871	
