f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0.102539	32.2535	
0.109863	33.6188	
0.117188	35.0301	
0.124512	36.5101	
0.131836	38.0591	
0.13916	39.6382	
0.146485	41.1714	
0.153809	42.5613	
0.161133	43.7122	
0.168457	44.5549	
0.175781	45.0644	
0.183106	45.2648	
0.19043	45.2201	
0.197754	45.0157	
0.205078	44.7385	
0.212403	44.4621	
0.219727	44.2385	
0.227051	44.0993	
0.234375	44.0615	
0.241699	44.1354	
0.249024	44.33	
0.256348	44.653	
0.263672	45.1062	
0.270996	45.6786	
0.278321	46.3423	
0.285645	47.0534	
0.292969	47.7595	
0.300293	48.41	
0.307617	48.9651	
0.314942	49.4016	
0.322266	49.7125	
0.32959	49.9049	
0.336914	49.9959	
0.344239	50.0108	
0.351563	49.9824	
0.358887	49.9507	
0.366211	49.9615	
0.373536	50.062	
0.38086	50.2954	
0.388184	50.6951	
0.395508	51.2811	
0.402832	52.0585	
0.410157	53.0185	
0.417481	54.1408	
0.424805	55.3951	
0.432129	56.7432	
0.439454	58.1416	
0.446778	59.5448	
0.454102	60.9083	
0.461426	62.1919	
0.46875	63.3611	
0.476075	64.389	
0.483399	65.2584	
0.490723	65.9643	
0.498047	66.5153	
0.505372	66.933	
0.512696	67.2482	
0.52002	67.4954	
0.527344	67.7082	
0.534669	67.9161	
0.541993	68.147	
0.549317	68.4289	
0.556641	68.79	
0.563965	69.2526	
0.57129	69.827	
0.578614	70.5127	
0.585938	71.304	
0.593262	72.1931	
0.600587	73.1702	
0.607911	74.2229	
0.615235	75.3363	
0.622559	76.4929	
0.629883	77.6712	
0.637208	78.8458	
0.644532	79.9893	
0.651856	81.0748	
0.65918	82.0782	
0.666505	82.9795	
0.673829	83.765	
0.681153	84.4296	
0.688477	84.9799	
0.695801	85.4349	
0.703126	85.8234	
0.71045	86.1793	
0.717774	86.5363	
0.725098	86.9249	
0.732423	87.3715	
0.739747	87.8978	
0.747071	88.5181	
0.754395	89.2326	
0.76172	90.0209	
0.769044	90.843	
0.776368	91.6507	
0.783692	92.4023	
0.791016	93.0713	
0.798341	93.6459	
0.805665	94.1227	
0.812989	94.4998	
0.820313	94.7737	
0.827638	94.9414	
0.834962	95.0083	
0.842286	94.9948	
0.84961	94.9391	
0.856934	94.8918	
0.864259	94.906	
0.871583	95.0258	
0.878907	95.2778	
0.886231	95.6642	
0.893556	96.1608	
0.90088	96.7195	
0.908204	97.2779	
0.915528	97.7753	
0.922852	98.1727	
0.930177	98.4665	
0.937501	98.6867	
0.944825	98.8781	
0.952149	99.076	
0.959474	99.2895	
0.966798	99.5008	
0.974122	99.68	
0.981446	99.8077	
0.988771	99.8972	
0.996095	100	
1.00342	100.194	
1.01074	100.555	
1.01807	101.14	
1.02539	101.967	
1.03272	103.014	
1.04004	104.218	
1.04736	105.478	
1.05469	106.668	
1.06201	107.643	
1.06934	108.259	
1.07666	108.382	
1.08399	107.916	
1.09131	106.85	
1.09863	105.385	
