f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0.102539	33.501	
0.109863	34.8971	
0.117188	36.3772	
0.124512	37.9624	
0.131836	39.6447	
0.13916	41.3713	
0.146485	43.0478	
0.153809	44.5582	
0.161133	45.7949	
0.168457	46.6882	
0.175781	47.2257	
0.183106	47.4522	
0.19043	47.4516	
0.197754	47.3208	
0.205078	47.1471	
0.212403	46.9947	
0.219727	46.9028	
0.227051	46.8912	
0.234375	46.9706	
0.241699	47.1518	
0.249024	47.4497	
0.256348	47.8818	
0.263672	48.4607	
0.270996	49.1875	
0.278321	50.0469	
0.285645	51.0089	
0.292969	52.033	
0.300293	53.0743	
0.307617	54.0885	
0.314942	55.0346	
0.322266	55.8779	
0.32959	56.5938	
0.336914	57.1733	
0.344239	57.6276	
0.351563	57.9907	
0.358887	58.3167	
0.366211	58.6722	
0.373536	59.1262	
0.38086	59.7394	
0.388184	60.5548	
0.395508	61.5937	
0.402832	62.8543	
0.410157	64.3158	
0.417481	65.9424	
0.424805	67.6889	
0.432129	69.5043	
0.439454	71.3349	
0.446778	73.1271	
0.454102	74.8305	
0.461426	76.3993	
0.46875	77.7963	
0.476075	78.9966	
0.483399	79.9926	
0.490723	80.7981	
0.498047	81.4475	
0.505372	81.9914	
0.512696	82.4876	
0.52002	82.9906	
0.527344	83.5414	
0.534669	84.157	
0.541993	84.8195	
0.549317	85.47	
0.556641	86.0325	
0.563965	86.4792	
0.57129	86.8785	
0.578614	87.3498	
0.585938	87.9782	
0.593262	88.7809	
0.600587	89.724	
0.607911	90.7492	
0.615235	91.7967	
0.622559	92.8191	
0.629883	93.7878	
0.637208	94.6903	
0.644532	95.5232	
0.651856	96.2851	
0.65918	96.9713	
0.666505	97.5729	
0.673829	98.0775	
0.681153	98.474	
0.688477	98.7587	
0.695801	98.9431	
0.703126	99.0562	
0.71045	99.1402	
0.717774	99.2398	
0.725098	99.3919	
0.732423	99.6211	
0.739747	99.9404	
0.747071	100.355	
0.754395	100.863	
0.76172	101.457	
0.769044	102.118	
0.776368	102.825	
0.783692	103.565	
0.791016	104.334	
0.798341	105.138	
0.805665	105.978	
0.812989	106.834	
0.820313	107.662	
0.827638	108.395	
0.834962	108.976	
0.842286	109.392	
0.84961	109.693	
0.856934	109.991	
0.864259	110.424	
0.871583	111.128	
0.878907	112.218	
0.886231	113.77	
0.893556	115.81	
0.90088	118.301	
0.908204	121.147	
0.915528	124.189	
0.922852	127.213	
0.930177	129.899	
0.937501	131.77	
0.944825	132.327	
0.952149	131.467	
0.959474	129.649	
0.966798	127.497	
0.974122	125.469	
0.981446	123.821	
0.988771	122.683	
0.996095	122.103	
1.00342	122.059	
1.01074	122.461	
1.01807	123.149	
1.02539	123.926	
1.03272	124.593	
1.04004	125.02	
1.04736	125.19	
1.05469	125.193	
1.06201	125.171	
1.06934	125.25	
1.07666	125.46	
1.08399	125.641	
1.09131	125.368	
1.09863	124.183	
