f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0.102539	30.9903	
0.109863	32.4041	
0.117188	33.8686	
0.124512	35.3961	
0.131836	36.9796	
0.13916	38.5765	
0.146485	40.1107	
0.153809	41.4891	
0.161133	42.6263	
0.168457	43.4683	
0.175781	44.0074	
0.183106	44.2803	
0.19043	44.3535	
0.197754	44.3017	
0.205078	44.1911	
0.212403	44.0692	
0.219727	43.965	
0.227051	43.8951	
0.234375	43.8726	
0.241699	43.9145	
0.249024	44.0441	
0.256348	44.2865	
0.263672	44.6607	
0.270996	45.171	
0.278321	45.8022	
0.285645	46.5196	
0.292969	47.2743	
0.300293	48.0091	
0.307617	48.6647	
0.314942	49.1866	
0.322266	49.5318	
0.32959	49.6772	
0.336914	49.6256	
0.344239	49.4074	
0.351563	49.0765	
0.358887	48.7019	
0.366211	48.3576	
0.373536	48.113	
0.38086	48.0243	
0.388184	48.1289	
0.395508	48.4422	
0.402832	48.9572	
0.410157	49.6469	
0.417481	50.4693	
0.424805	51.3729	
0.432129	52.3048	
0.439454	53.2185	
0.446778	54.0799	
0.454102	54.868	
0.461426	55.5716	
0.46875	56.1827	
0.476075	56.6932	
0.483399	57.0946	
0.490723	57.3811	
0.498047	57.5542	
0.505372	57.6249	
0.512696	57.6121	
0.52002	57.5355	
0.527344	57.4061	
0.534669	57.2169	
0.541993	56.9411	
0.549317	56.5466	
0.556641	56.0346	
0.563965	55.4717	
0.57129	54.9656	
0.578614	54.6004	
0.585938	54.4031	
0.593262	54.359	
0.600587	54.438	
0.607911	54.6109	
0.615235	54.8542	
0.622559	55.1517	
0.629883	55.4929	
0.637208	55.872	
0.644532	56.2869	
0.651856	56.7377	
0.65918	57.2259	
0.666505	57.7524	
0.673829	58.3172	
0.681153	58.9184	
0.688477	59.5526	
0.695801	60.2168	
0.703126	60.9106	
0.71045	61.6384	
0.717774	62.4108	
0.725098	63.2442	
0.732423	64.1563	
0.739747	65.1579	
0.747071	66.2411	
0.754395	67.3688	
0.76172	68.4796	
0.769044	69.5106	
0.776368	70.4262	
0.783692	71.2285	
0.791016	71.9452	
0.798341	72.6103	
0.805665	73.2502	
0.812989	73.8786	
0.820313	74.4978	
0.827638	75.1045	
0.834962	75.697	
0.842286	76.2807	
0.84961	76.8687	
0.856934	77.4775	
0.864259	78.1193	
0.871583	78.7943	
0.878907	79.4861	
0.886231	80.1626	
0.893556	80.7823	
0.90088	81.3056	
0.908204	81.7081	
0.915528	81.9904	
0.922852	82.1789	
0.930177	82.3189	
0.937501	82.4618	
0.944825	82.6557	
0.952149	82.9383	
0.959474	83.3363	
0.966798	83.8646	
0.974122	84.5248	
0.981446	85.3016	
0.988771	86.1586	
0.996095	87.0406	
1.00342	87.8861	
1.01074	88.6474	
1.01807	89.306	
1.02539	89.8731	
1.03272	90.3785	
1.04004	90.8563	
1.04736	91.3342	
1.05469	91.8299	
1.06201	92.3501	
1.06934	92.8923	
1.07666	93.446	
1.08399	93.9968	
1.09131	94.5448	
1.09863	95.1453	
