f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0.102539	34.0002	
0.109863	35.3982	
0.117188	36.8931	
0.124512	38.5069	
0.131836	40.2306	
0.13916	42.0085	
0.146485	43.7433	
0.153809	45.3155	
0.161133	46.6135	
0.168457	47.5634	
0.175781	48.149	
0.183106	48.4124	
0.19043	48.4371	
0.197754	48.3223	
0.205078	48.1592	
0.212403	48.0171	
0.219727	47.9398	
0.227051	47.9505	
0.234375	48.0612	
0.241699	48.2828	
0.249024	48.6289	
0.256348	49.1153	
0.263672	49.7531	
0.270996	50.5415	
0.278321	51.4641	
0.285645	52.489	
0.292969	53.5747	
0.300293	54.6763	
0.307617	55.751	
0.314942	56.7613	
0.322266	57.6767	
0.32959	58.4761	
0.336914	59.1517	
0.344239	59.7126	
0.351563	60.1887	
0.358887	60.6286	
0.366211	61.095	
0.373536	61.6543	
0.38086	62.3669	
0.388184	63.2775	
0.395508	64.4106	
0.402832	65.77	
0.410157	67.3414	
0.417481	69.0971	
0.424805	70.9986	
0.432129	72.9994	
0.439454	75.0457	
0.446778	77.0795	
0.454102	79.0421	
0.461426	80.8786	
0.46875	82.5439	
0.476075	84.0083	
0.483399	85.2627	
0.490723	86.3198	
0.498047	87.2122	
0.505372	87.9875	
0.512696	88.7027	
0.52002	89.4162	
0.527344	90.1802	
0.534669	91.0305	
0.541993	91.9749	
0.549317	92.9794	
0.556641	93.9741	
0.563965	94.9045	
0.57129	95.7967	
0.578614	96.7462	
0.585938	97.8378	
0.593262	99.0945	
0.600587	100.481	
0.607911	101.934	
0.615235	103.391	
0.622559	104.81	
0.629883	106.172	
0.637208	107.468	
0.644532	108.678	
0.651856	109.763	
0.65918	110.666	
0.666505	111.33	
0.673829	111.709	
0.681153	111.787	
0.688477	111.573	
0.695801	111.113	
0.703126	110.478	
0.71045	109.75	
0.717774	109.003	
0.725098	108.29	
0.732423	107.65	
0.739747	107.122	
0.747071	106.75	
0.754395	106.577	
0.76172	106.627	
0.769044	106.888	
0.776368	107.316	
0.783692	107.857	
0.791016	108.463	
0.798341	109.103	
0.805665	109.752	
0.812989	110.382	
0.820313	110.952	
0.827638	111.402	
0.834962	111.679	
0.842286	111.768	
0.84961	111.72	
0.856934	111.655	
0.864259	111.725	
0.871583	112.076	
0.878907	112.812	
0.886231	113.978	
0.893556	115.553	
0.90088	117.459	
0.908204	119.586	
0.915528	121.833	
0.922852	124.115	
0.930177	126.304	
0.937501	128.146	
0.944825	129.284	
0.952149	129.5	
0.959474	128.928	
0.966798	127.903	
0.974122	126.693	
0.981446	125.41	
0.988771	124.067	
0.996095	122.676	
1.00342	121.297	
1.01074	120.038	
1.01807	119.024	
1.02539	118.367	
1.03272	118.152	
1.04004	118.438	
1.04736	119.263	
1.05469	120.655	
1.06201	122.619	
1.06934	125.103	
1.07666	127.85	
1.08399	130.027	
1.09131	129.924	
1.09863	126.482	
