f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	-0.0683907	
0.0585938	-0.143595	
0.117188	-0.0436119	
0.175781	0.163882	
0.234375	0.382645	
0.292969	0.527437	
0.351563	0.539033	
0.410157	0.419926	
0.46875	0.25211	
0.527344	0.150898	
0.585938	0.179085	
0.644532	0.30805	
0.703126	0.449317	
0.76172	0.508599	
0.820313	0.428676	
0.878907	0.237503	
0.937501	0.0913609	
0.996095	0.184256	
1.05469	0.577122	
1.11328	1.25427	
1.17188	2.2837	
1.23047	3.14372	
1.28906	1.39893	
1.34766	-1.88104	
1.40625	-6.04913	
1.46485	-19.1923	
1.52344	-13.2035	
1.58203	-7.31167	
1.64063	5.04659	
