f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	2.39051	
0.0585938	2.80032	
0.117188	2.82223	
0.175781	2.761	
0.234375	2.73624	
0.292969	2.71758	
0.351563	2.66188	
0.410157	2.54287	
0.46875	2.3614	
0.527344	2.14451	
0.585938	1.92791	
0.644532	1.73225	
0.703126	1.5461	
0.76172	1.32151	
0.820313	0.995079	
0.878907	0.547508	
0.937501	0.0548605	
0.996095	-0.402116	
1.05469	-0.90408	
1.11328	-1.70822	
1.17188	-3.32123	
1.23047	-7.08766	
1.64063	-7.49863	
1.69922	-1.96045	
1.75781	-5.76893	
1.81641	6.10923	
