f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	0.229893	
0.0585938	0.255216	
0.117188	0.289978	
0.175781	0.391015	
0.234375	0.519658	
0.292969	0.600057	
0.351563	0.575485	
0.410157	0.442522	
0.46875	0.263647	
0.527344	0.130792	
0.585938	0.0979225	
0.644532	0.147021	
0.703126	0.206974	
0.76172	0.195628	
0.820313	0.0631595	
0.878907	-0.159032	
0.937501	-0.328261	
0.996095	-0.284247	
1.05469	0.000457556	
1.11328	0.39357	
1.17188	0.520373	
1.23047	-0.474178	
1.28906	-3.26268	
1.34766	-5.95625	
1.40625	-10.5743	
1.69922	8.96764	
1.75781	-6.2728	
1.81641	0.323861	
