f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	2.6766	
0.0585938	2.65964	
0.117188	2.59789	
0.175781	2.58692	
0.234375	2.62116	
0.292969	2.64819	
0.351563	2.6166	
0.410157	2.50072	
0.46875	2.31769	
0.527344	2.11789	
0.585938	1.94616	
0.644532	1.81297	
0.703126	1.69379	
0.76172	1.53787	
0.820313	1.2821	
0.878907	0.90089	
0.937501	0.475213	
0.996095	0.128827	
1.05469	-0.13647	
1.11328	-0.421909	
1.17188	-1.03994	
1.23047	-3.82596	
1.52344	-1.94208	
1.58203	9.70629	
1.69922	3.36396	
1.75781	1.47792	
