f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	2.73451	
0.0585938	2.99345	
0.117188	3.02197	
0.175781	3.02064	
0.234375	3.04628	
0.292969	3.05119	
0.351563	2.98446	
0.410157	2.82666	
0.46875	2.60786	
0.527344	2.39264	
0.585938	2.23189	
0.644532	2.12687	
0.703126	2.02991	
0.76172	1.86797	
0.820313	1.58177	
0.878907	1.18795	
0.937501	0.803774	
0.996095	0.498182	
1.05469	0.134143	
1.11328	-0.477206	
1.17188	-1.38232	
1.23047	-3.2484	
1.28906	-7.15637	
1.52344	-8.78746	
1.58203	-5.09725	
