f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	2.61404	
0.0585938	2.76955	
0.117188	2.79209	
0.175781	2.81435	
0.234375	2.85869	
0.292969	2.87174	
0.351563	2.79785	
0.410157	2.61625	
0.46875	2.36702	
0.527344	2.13345	
0.585938	1.97947	
0.644532	1.90326	
0.703126	1.83946	
0.76172	1.68848	
0.820313	1.36012	
0.878907	0.84915	
0.937501	0.297728	
0.996095	-0.141485	
1.05469	-0.527298	
1.11328	-1.03458	
1.17188	-1.80354	
1.23047	-3.45549	
1.28906	-6.38222	
1.34766	-9.74516	
1.46485	-9.78994	
1.58203	9.73121	
1.69922	7.17085	
1.75781	-2.01381	
