f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	2.67951	
0.0585938	2.82383	
0.117188	2.82496	
0.175781	2.83035	
0.234375	2.86559	
0.292969	2.87808	
0.351563	2.81424	
0.410157	2.65251	
0.46875	2.4241	
0.527344	2.19898	
0.585938	2.03461	
0.644532	1.93533	
0.703126	1.84845	
0.76172	1.68253	
0.820313	1.3458	
0.878907	0.831898	
0.937501	0.307501	
0.996095	-1.055E-5	
1.05469	-0.035641	
1.11328	0.0362691	
1.17188	-0.384389	
1.23047	-3.24673	
1.64063	-9.48535	
1.69922	-2.81724	
1.75781	-2.25483	
