f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	2.03283	
0.0585938	2.73398	
0.117188	2.94666	
0.175781	2.98504	
0.234375	3.01454	
0.292969	3.02021	
0.351563	2.96454	
0.410157	2.82748	
0.46875	2.62578	
0.527344	2.40876	
0.585938	2.22458	
0.644532	2.08632	
0.703126	1.95997	
0.76172	1.7734	
0.820313	1.45152	
0.878907	0.991009	
0.937501	0.521184	
0.996095	0.198154	
1.05469	0.0458878	
1.11328	0.0547951	
1.17188	0.15446	
1.23047	-0.720764	
1.28906	-4.64255	
1.52344	-3.65091	
1.64063	-0.226644	
1.69922	6.20635	
1.75781	8.57149	
