f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	2.91519	
0.0585938	2.84582	
0.117188	2.76118	
0.175781	2.74412	
0.234375	2.77548	
0.292969	2.79732	
0.351563	2.75577	
0.410157	2.6259	
0.46875	2.42953	
0.527344	2.22379	
0.585938	2.05742	
0.644532	1.93779	
0.703126	1.83064	
0.76172	1.67435	
0.820313	1.40559	
0.878907	1.02185	
0.937501	0.636005	
0.996095	0.349449	
1.05469	0.0479557	
1.11328	-0.55491	
1.17188	-1.9035	
1.23047	-5.75683	
1.58203	-5.94875	
1.64063	6.67964	
1.69922	6.41348	
