f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	1.69118	
0.0585938	2.43121	
0.117188	2.69604	
0.175781	2.79691	
0.234375	2.875	
0.292969	2.88313	
0.351563	2.76627	
0.410157	2.5231	
0.46875	2.23272	
0.527344	2.017	
0.585938	1.9514	
0.644532	2.0059	
0.703126	2.0548	
0.76172	1.9386	
0.820313	1.55865	
0.878907	0.986809	
0.937501	0.487462	
0.996095	0.280007	
1.05469	0.300544	
1.11328	0.258189	
1.17188	-0.522287	
1.23047	-3.85525	
1.52344	-6.63474	
1.58203	-0.401109	
1.99219	7.99168	
