f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	2.07483	
0.0585938	2.6922	
0.117188	2.84126	
0.175781	2.84933	
0.234375	2.87078	
0.292969	2.88318	
0.351563	2.84579	
0.410157	2.73629	
0.46875	2.56485	
0.527344	2.37027	
0.585938	2.19369	
0.644532	2.05072	
0.703126	1.91845	
0.76172	1.73673	
0.820313	1.4315	
0.878907	0.983054	
0.937501	0.508605	
0.996095	0.206228	
1.05469	0.211995	
1.11328	0.601016	
1.17188	1.1445	
1.23047	0.521372	
1.28906	-3.38977	
1.64063	-0.151232	
1.69922	9.98383	
