f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	0.240719	
0.0585938	-0.150105	
0.117188	-0.171736	
0.175781	0.00927354	
0.234375	0.225116	
0.292969	0.373788	
0.351563	0.38958	
0.410157	0.271896	
0.46875	0.101551	
0.527344	-0.00633941	
0.585938	0.0117783	
0.644532	0.130689	
0.703126	0.269282	
0.76172	0.341447	
0.820313	0.290922	
0.878907	0.132944	
0.937501	0.00547767	
0.996095	0.0969368	
1.05469	0.453165	
1.11328	0.948262	
1.17188	1.34703	
1.23047	0.9352	
1.28906	-0.513042	
1.34766	1.80185	
