f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	2.43894	
0.0585938	2.68054	
0.117188	2.71534	
0.175781	2.72757	
0.234375	2.7671	
0.292969	2.78586	
0.351563	2.73233	
0.410157	2.58551	
0.46875	2.37378	
0.527344	2.16116	
0.585938	2.00013	
0.644532	1.8955	
0.703126	1.80275	
0.76172	1.64626	
0.820313	1.35415	
0.878907	0.929629	
0.937501	0.514616	
0.996095	0.278167	
1.05469	0.22004	
1.11328	0.227211	
1.17188	0.187118	
1.23047	-0.536459	
1.28906	-3.07583	
1.34766	-7.83666	
1.75781	-2.39246	
