f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	-0.426372	
0.0585938	-0.369948	
0.117188	-0.245692	
0.175781	-0.0496928	
0.234375	0.156414	
0.292969	0.289632	
0.351563	0.29325	
0.410157	0.173142	
0.46875	0.00894725	
0.527344	-0.0922404	
0.585938	-0.0728686	
0.644532	0.0426119	
0.703126	0.176846	
0.76172	0.248793	
0.820313	0.213789	
0.878907	0.101778	
0.937501	0.0443681	
0.996095	0.207728	
1.05469	0.6938	
1.11328	1.57951	
1.17188	2.69235	
1.23047	2.15838	
1.28906	-3.76288	
1.34766	-11.1384	
1.52344	-18.5003	
1.58203	1.08684	
