f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	2.40303	
0.0585938	2.66816	
0.117188	2.71016	
0.175781	2.71217	
0.234375	2.73732	
0.292969	2.75111	
0.351563	2.71022	
0.410157	2.59104	
0.46875	2.40601	
0.527344	2.1981	
0.585938	2.00965	
0.644532	1.8547	
0.703126	1.71291	
0.76172	1.53632	
0.820313	1.27391	
0.878907	0.937096	
0.937501	0.652935	
0.996095	0.535482	
1.05469	0.475196	
1.11328	0.137757	
1.17188	-1.13114	
1.23047	-5.46708	
1.64063	-6.70421	
1.69922	1.23625	
1.75781	9.87221	
