f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	0.0952468	
0.0585938	0.0526691	
0.117188	0.161554	
0.175781	0.365278	
0.234375	0.577025	
0.292969	0.714234	
0.351563	0.71753	
0.410157	0.58836	
0.46875	0.409091	
0.527344	0.297175	
0.585938	0.317263	
0.644532	0.440732	
0.703126	0.577785	
0.76172	0.632318	
0.820313	0.542653	
0.878907	0.326185	
0.937501	0.130336	
0.996095	0.170234	
1.05469	0.589782	
1.11328	1.51541	
1.17188	3.05536	
1.23047	4.54077	
1.28906	4.39342	
1.34766	1.80538	
1.40625	-16.5752	
1.52344	-15.8999	
1.58203	-9.05802	
