f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0.102539	16.9592	
0.109863	19.2982	
0.117188	21.778	
0.124512	24.3519	
0.131836	26.9491	
0.13916	29.4647	
0.146485	31.7574	
0.153809	33.6647	
0.161133	35.0431	
0.168457	35.8223	
0.175781	36.0355	
0.183106	35.8017	
0.19043	35.2739	
0.197754	34.593	
0.205078	33.864	
0.212403	33.1516	
0.219727	32.4855	
0.227051	31.8711	
0.234375	31.302	
0.241699	30.7719	
0.249024	30.284	
0.256348	29.8533	
0.263672	29.5027	
0.270996	29.2561	
0.278321	29.1305	
0.285645	29.132	
0.292969	29.2566	
0.300293	29.4926	
0.307617	29.8249	
0.314942	30.2373	
0.322266	30.7145	
0.32959	31.2436	
0.336914	31.8154	
0.344239	32.4249	
0.351563	33.0717	
0.358887	33.7597	
0.366211	34.4951	
0.373536	35.2849	
0.38086	36.1346	
0.388184	37.047	
0.395508	38.0215	
0.402832	39.0535	
0.410157	40.1338	
0.417481	41.2477	
0.424805	42.3744	
0.432129	43.4869	
0.439454	44.5543	
0.446778	45.5455	
0.454102	46.4324	
0.461426	47.1926	
0.46875	47.8108	
0.476075	48.2785	
0.483399	48.595	
0.490723	48.7673	
0.498047	48.8086	
0.505372	48.7353	
0.512696	48.5625	
0.52002	48.2999	
0.527344	47.9507	
0.534669	47.5151	
0.541993	47.0015	
0.549317	46.4437	
0.556641	45.9101	
0.563965	45.4834	
0.57129	45.2171	
0.578614	45.1115	
0.585938	45.1343	
0.593262	45.2524	
0.600587	45.4477	
0.607911	45.7167	
0.615235	46.0627	
0.622559	46.4883	
0.629883	46.9902	
0.637208	47.5582	
0.644532	48.1772	
0.651856	48.8318	
0.65918	49.51	
0.666505	50.2051	
0.673829	50.9154	
0.681153	51.6416	
0.688477	52.3847	
0.695801	53.1457	
0.703126	53.9258	
0.71045	54.7289	
0.717774	55.5636	
0.725098	56.444	
0.732423	57.3875	
0.739747	58.4074	
0.747071	59.5008	
0.754395	60.6356	
0.76172	61.751	
0.769044	62.7782	
0.776368	63.6709	
0.783692	64.4196	
0.791016	65.0404	
0.798341	65.555	
0.805665	65.9777	
0.812989	66.3146	
0.820313	66.5701	
0.827638	66.7549	
0.834962	66.8886	
0.842286	66.9963	
0.84961	67.0987	
0.856934	67.2041	
0.864259	67.3057	
0.871583	67.3878	
0.878907	67.4369	
0.886231	67.4541	
0.893556	67.4604	
0.90088	67.4931	
0.908204	67.5953	
0.915528	67.8023	
0.922852	68.1327	
0.930177	68.5854	
0.937501	69.1432	
0.944825	69.7813	
0.952149	70.4764	
0.959474	71.2128	
0.966798	71.9835	
0.974122	72.785	
0.981446	73.6082	
0.988771	74.4303	
0.996095	75.2133	
1.00342	75.9128	
1.01074	76.4922	
1.01807	76.9354	
1.02539	77.2504	
1.03272	77.4654	
1.04004	77.6204	
1.04736	77.7579	
1.05469	77.9169	
1.06201	78.13	
1.06934	78.4268	
1.07666	78.8439	
1.08399	79.4483	
1.09131	80.3716	
1.09863	81.8034	
