f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0.102539	15.769	
0.109863	17.973	
0.117188	20.3392	
0.124512	22.8369	
0.131836	25.4125	
0.13916	27.9797	
0.146485	30.4153	
0.153809	32.5701	
0.161133	34.3018	
0.168457	35.5216	
0.175781	36.2268	
0.183106	36.4929	
0.19043	36.4332	
0.197754	36.1551	
0.205078	35.7378	
0.212403	35.2283	
0.219727	34.6502	
0.227051	34.0164	
0.234375	33.3413	
0.241699	32.6496	
0.249024	31.9779	
0.256348	31.3702	
0.263672	30.8683	
0.270996	30.5033	
0.278321	30.2896	
0.285645	30.2248	
0.292969	30.2939	
0.300293	30.4746	
0.307617	30.7426	
0.314942	31.0751	
0.322266	31.4525	
0.32959	31.8597	
0.336914	32.287	
0.344239	32.7303	
0.351563	33.1914	
0.358887	33.676	
0.366211	34.1927	
0.373536	34.7494	
0.38086	35.3518	
0.388184	36.0011	
0.395508	36.6946	
0.402832	37.4266	
0.410157	38.1898	
0.417481	38.9767	
0.424805	39.7798	
0.432129	40.5918	
0.439454	41.4047	
0.446778	42.2105	
0.454102	43.0007	
0.461426	43.7668	
0.46875	44.5002	
0.476075	45.1917	
0.483399	45.8326	
0.490723	46.4154	
0.498047	46.9366	
0.505372	47.3987	
0.512696	47.8101	
0.52002	48.1837	
0.527344	48.5315	
0.534669	48.857	
0.541993	49.1447	
0.549317	49.3554	
0.556641	49.4432	
0.563965	49.399	
0.57129	49.2759	
0.578614	49.1569	
0.585938	49.1048	
0.593262	49.1485	
0.600587	49.2957	
0.607911	49.547	
0.615235	49.9005	
0.622559	50.3522	
0.629883	50.8932	
0.637208	51.5098	
0.644532	52.1853	
0.651856	52.9045	
0.65918	53.6574	
0.666505	54.4409	
0.673829	55.2585	
0.681153	56.1172	
0.688477	57.024	
0.695801	57.984	
0.703126	58.9999	
0.71045	60.0744	
0.717774	61.2133	
0.725098	62.4264	
0.732423	63.7235	
0.739747	65.1011	
0.747071	66.5182	
0.754395	67.8751	
0.76172	69.0243	
0.769044	69.8371	
0.776368	70.2795	
0.783692	70.4183	
0.791016	70.3588	
0.798341	70.1876	
0.805665	69.9562	
0.812989	69.6908	
0.820313	69.4055	
0.827638	69.1114	
0.834962	68.8168	
0.842286	68.5243	
0.84961	68.2288	
0.856934	67.9195	
0.864259	67.5872	
0.871583	67.2328	
0.878907	66.8727	
0.886231	66.5364	
0.893556	66.2593	
0.90088	66.0725	
0.908204	65.9964	
0.915528	66.0381	
0.922852	66.194	
0.930177	66.4569	
0.937501	66.8233	
0.944825	67.2995	
0.952149	67.9016	
0.959474	68.6504	
0.966798	69.5601	
0.974122	70.6232	
0.981446	71.7948	
0.988771	72.988	
0.996095	74.0945	
1.00342	75.0299	
1.01074	75.776	
1.01807	76.3807	
1.02539	76.9235	
1.03272	77.4784	
1.04004	78.096	
1.04736	78.8023	
1.05469	79.6068	
1.06201	80.5174	
1.06934	81.5632	
1.07666	82.8335	
1.08399	84.5457	
1.09131	87.1453	
1.09863	91.2879	
