f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0.102539	11.668	
0.109863	13.5627	
0.117188	15.6015	
0.124512	17.7371	
0.131836	19.8939	
0.13916	21.9676	
0.146485	23.8359	
0.153809	25.3858	
0.161133	26.5479	
0.168457	27.3156	
0.175781	27.7364	
0.183106	27.8826	
0.19043	27.8216	
0.197754	27.5997	
0.205078	27.2406	
0.212403	26.7546	
0.219727	26.1511	
0.227051	25.4496	
0.234375	24.6849	
0.241699	23.9046	
0.249024	23.1629	
0.256348	22.5113	
0.263672	21.9901	
0.270996	21.6227	
0.278321	21.4139	
0.285645	21.3522	
0.292969	21.4158	
0.300293	21.5783	
0.307617	21.8144	
0.314942	22.1024	
0.322266	22.4249	
0.32959	22.7693	
0.336914	23.1272	
0.344239	23.494	
0.351563	23.8698	
0.358887	24.2581	
0.366211	24.6654	
0.373536	25.0992	
0.38086	25.5665	
0.388184	26.072	
0.395508	26.6177	
0.402832	27.203	
0.410157	27.8257	
0.417481	28.4818	
0.424805	29.1662	
0.432129	29.8718	
0.439454	30.5891	
0.446778	31.3061	
0.454102	32.0086	
0.461426	32.6805	
0.46875	33.3039	
0.476075	33.8606	
0.483399	34.3339	
0.490723	34.7122	
0.498047	34.9924	
0.505372	35.1807	
0.512696	35.2911	
0.52002	35.3392	
0.527344	35.3345	
0.534669	35.273	
0.541993	35.1343	
0.549317	34.892	
0.556641	34.5443	
0.563965	34.143	
0.57129	33.7768	
0.578614	33.5188	
0.585938	33.3989	
0.593262	33.4151	
0.600587	33.5548	
0.607911	33.8068	
0.615235	34.163	
0.622559	34.6171	
0.629883	35.1615	
0.637208	35.787	
0.644532	36.4839	
0.651856	37.2435	
0.65918	38.0603	
0.666505	38.9313	
0.673829	39.8553	
0.681153	40.8307	
0.688477	41.855	
0.695801	42.9251	
0.703126	44.0393	
0.71045	45.1996	
0.717774	46.4116	
0.725098	47.6816	
0.732423	49.0066	
0.739747	50.3592	
0.747071	51.6713	
0.754395	52.8365	
0.76172	53.7504	
0.769044	54.3706	
0.776368	54.7409	
0.783692	54.9524	
0.791016	55.0907	
0.798341	55.2095	
0.805665	55.3315	
0.812989	55.4582	
0.820313	55.5806	
0.827638	55.6863	
0.834962	55.7659	
0.842286	55.8154	
0.84961	55.838	
0.856934	55.8423	
0.864259	55.8411	
0.871583	55.8488	
0.878907	55.8795	
0.886231	55.9452	
0.893556	56.0547	
0.90088	56.2127	
0.908204	56.4197	
0.915528	56.6721	
0.922852	56.9634	
0.930177	57.2856	
0.937501	57.6315	
0.944825	57.9956	
0.952149	58.3753	
0.959474	58.7691	
0.966798	59.1739	
0.974122	59.5821	
0.981446	59.9803	
0.988771	60.3525	
0.996095	60.6874	
1.00342	60.9855	
1.01074	61.2602	
1.01807	61.5321	
1.02539	61.8206	
1.03272	62.1379	
1.04004	62.4873	
1.04736	62.8649	
1.05469	63.2639	
1.06201	63.6801	
1.06934	64.1205	
1.07666	64.6149	
1.08399	65.2269	
1.09131	66.037	
1.09863	67.0059	
