f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0.102539	13.3612	
0.109863	15.364	
0.117188	17.4772	
0.124512	19.6447	
0.131836	21.7882	
0.13916	23.809	
0.146485	25.5994	
0.153809	27.0651	
0.161133	28.1472	
0.168457	28.8328	
0.175781	29.1481	
0.183106	29.1411	
0.19043	28.8666	
0.197754	28.3805	
0.205078	27.7384	
0.212403	26.9956	
0.219727	26.2042	
0.227051	25.4098	
0.234375	24.6497	
0.241699	23.9541	
0.249024	23.3481	
0.256348	22.8527	
0.263672	22.4844	
0.270996	22.252	
0.278321	22.1555	
0.285645	22.1863	
0.292969	22.3297	
0.300293	22.5684	
0.307617	22.8851	
0.314942	23.2645	
0.322266	23.6932	
0.32959	24.1604	
0.336914	24.6582	
0.344239	25.182	
0.351563	25.7316	
0.358887	26.3106	
0.366211	26.926	
0.373536	27.586	
0.38086	28.2976	
0.388184	29.0646	
0.395508	29.8861	
0.402832	30.756	
0.410157	31.663	
0.417481	32.5919	
0.424805	33.5243	
0.432129	34.4394	
0.439454	35.3157	
0.446778	36.1319	
0.454102	36.8683	
0.461426	37.5073	
0.46875	38.0347	
0.476075	38.441	
0.483399	38.7231	
0.490723	38.8856	
0.498047	38.9407	
0.505372	38.9051	
0.512696	38.7956	
0.52002	38.6247	
0.527344	38.3974	
0.534669	38.1123	
0.541993	37.7692	
0.549317	37.3833	
0.556641	36.9987	
0.563965	36.6802	
0.57129	36.48	
0.578614	36.4118	
0.585938	36.4593	
0.593262	36.5995	
0.600587	36.8174	
0.607911	37.1076	
0.615235	37.4697	
0.622559	37.9024	
0.629883	38.3995	
0.637208	38.9495	
0.644532	39.5372	
0.651856	40.1486	
0.65918	40.7738	
0.666505	41.4094	
0.673829	42.0571	
0.681153	42.7223	
0.688477	43.411	
0.695801	44.1282	
0.703126	44.8786	
0.71045	45.6666	
0.717774	46.4984	
0.725098	47.3813	
0.732423	48.3205	
0.739747	49.3116	
0.747071	50.3297	
0.754395	51.324	
0.76172	52.2285	
0.769044	52.9914	
0.776368	53.5994	
0.783692	54.0768	
0.791016	54.4618	
0.798341	54.7856	
0.805665	55.0638	
0.812989	55.298	
0.820313	55.4829	
0.827638	55.6123	
0.834962	55.6841	
0.842286	55.7013	
0.84961	55.6709	
0.856934	55.6023	
0.864259	55.507	
0.871583	55.3999	
0.878907	55.3002	
0.886231	55.2307	
0.893556	55.2149	
0.90088	55.2721	
0.908204	55.4142	
0.915528	55.6437	
0.922852	55.9547	
0.930177	56.3369	
0.937501	56.7804	
0.944825	57.2803	
0.952149	57.8394	
0.959474	58.4667	
0.966798	59.1725	
0.974122	59.9612	
0.981446	60.8224	
0.988771	61.7271	
0.996095	62.6314	
1.00342	63.49	
1.01074	64.2715	
1.01807	64.9649	
1.02539	65.575	
1.03272	66.1157	
1.04004	66.6047	
1.04736	67.0634	
1.05469	67.5187	
1.06201	68.0051	
1.06934	68.5673	
1.07666	69.2647	
1.08399	70.1769	
1.09131	71.3843	
1.09863	72.8305	
