f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0.102539	13.7072	
0.109863	15.7317	
0.117188	17.8584	
0.124512	20.0275	
0.131836	22.1569	
0.13916	24.1452	
0.146485	25.885	
0.153809	27.2854	
0.161133	28.2932	
0.168457	28.9005	
0.175781	29.1356	
0.183106	29.0462	
0.19043	28.6871	
0.197754	28.1158	
0.205078	27.3925	
0.212403	26.5778	
0.219727	25.7285	
0.227051	24.8927	
0.234375	24.1079	
0.241699	23.4025	
0.249024	22.7984	
0.256348	22.313	
0.263672	21.959	
0.270996	21.7422	
0.278321	21.6606	
0.285645	21.7044	
0.292969	21.8585	
0.300293	22.1058	
0.307617	22.4293	
0.314942	22.8139	
0.322266	23.2467	
0.32959	23.7172	
0.336914	24.2173	
0.344239	24.7428	
0.351563	25.2935	
0.358887	25.8734	
0.366211	26.4906	
0.373536	27.1548	
0.38086	27.8756	
0.388184	28.66	
0.395508	29.5105	
0.402832	30.4239	
0.410157	31.3914	
0.417481	32.3979	
0.424805	33.4228	
0.432129	34.4411	
0.439454	35.4245	
0.446778	36.3443	
0.454102	37.1737	
0.461426	37.8895	
0.46875	38.4738	
0.476075	38.916	
0.483399	39.2138	
0.490723	39.374	
0.498047	39.4111	
0.505372	39.3434	
0.512696	39.1882	
0.52002	38.957	
0.527344	38.6539	
0.534669	38.2784	
0.541993	37.8357	
0.549317	37.3525	
0.556641	36.8884	
0.563965	36.5192	
0.57129	36.2965	
0.578614	36.2242	
0.585938	36.2738	
0.593262	36.4134	
0.600587	36.624	
0.607911	36.8999	
0.615235	37.2425	
0.622559	37.6535	
0.629883	38.13	
0.637208	38.6632	
0.644532	39.2395	
0.651856	39.8451	
0.65918	40.4691	
0.666505	41.1061	
0.673829	41.7554	
0.681153	42.4192	
0.688477	43.1008	
0.695801	43.8029	
0.703126	44.5277	
0.71045	45.279	
0.717774	46.0627	
0.725098	46.8879	
0.732423	47.7635	
0.739747	48.6917	
0.747071	49.6576	
0.754395	50.6225	
0.76172	51.5294	
0.769044	52.3266	
0.776368	52.9912	
0.783692	53.5333	
0.791016	53.9796	
0.798341	54.355	
0.805665	54.6728	
0.812989	54.9351	
0.820313	55.1379	
0.827638	55.2789	
0.834962	55.3612	
0.842286	55.3942	
0.84961	55.3903	
0.856934	55.3614	
0.864259	55.3172	
0.871583	55.267	
0.878907	55.2221	
0.886231	55.1985	
0.893556	55.2155	
0.90088	55.2931	
0.908204	55.4468	
0.915528	55.6842	
0.922852	56.0038	
0.930177	56.3967	
0.937501	56.8515	
0.944825	57.3594	
0.952149	57.9182	
0.959474	58.5336	
0.966798	59.2155	
0.974122	59.9722	
0.981446	60.8019	
0.988771	61.687	
0.996095	62.5941	
1.00342	63.4827	
1.01074	64.3184	
1.01807	65.081	
1.02539	65.7647	
1.03272	66.3724	
1.04004	66.9101	
1.04736	67.3848	
1.05469	67.8059	
1.06201	68.1888	
1.06934	68.5613	
1.07666	68.9695	
1.08399	69.4824	
1.09131	70.1795	
1.09863	71.0754	
