f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0.102539	14.6777	
0.109863	16.7617	
0.117188	18.9297	
0.124512	21.1081	
0.131836	23.2024	
0.13916	25.1035	
0.146485	26.7064	
0.153809	27.933	
0.161133	28.7487	
0.168457	29.162	
0.175781	29.2098	
0.183106	28.9421	
0.19043	28.4139	
0.197754	27.6846	
0.205078	26.818	
0.212403	25.8796	
0.219727	24.9292	
0.227051	24.016	
0.234375	23.1762	
0.241699	22.4351	
0.249024	21.8107	
0.256348	21.3156	
0.263672	20.9577	
0.270996	20.7389	
0.278321	20.6543	
0.285645	20.6923	
0.292969	20.8372	
0.300293	21.0716	
0.307617	21.3785	
0.314942	21.7428	
0.322266	22.1515	
0.32959	22.5938	
0.336914	23.062	
0.344239	23.5521	
0.351563	24.0649	
0.358887	24.6064	
0.366211	25.1868	
0.373536	25.819	
0.38086	26.5162	
0.388184	27.29	
0.395508	28.1478	
0.402832	29.0924	
0.410157	30.1202	
0.417481	31.2212	
0.424805	32.3768	
0.432129	33.5602	
0.439454	34.7369	
0.446778	35.8673	
0.454102	36.9105	
0.461426	37.8285	
0.46875	38.5906	
0.476075	39.176	
0.483399	39.5776	
0.490723	39.802	
0.498047	39.8681	
0.505372	39.8017	
0.512696	39.6288	
0.52002	39.3684	
0.527344	39.03	
0.534669	38.6147	
0.541993	38.1251	
0.549317	37.5826	
0.556641	37.0422	
0.563965	36.5811	
0.57129	36.2583	
0.578614	36.0863	
0.585938	36.0424	
0.593262	36.0969	
0.600587	36.2305	
0.607911	36.4365	
0.615235	36.7156	
0.622559	37.0695	
0.629883	37.496	
0.637208	37.9874	
0.644532	38.5316	
0.651856	39.1154	
0.65918	39.7278	
0.666505	40.3618	
0.673829	41.0138	
0.681153	41.6824	
0.688477	42.3667	
0.695801	43.0663	
0.703126	43.7814	
0.71045	44.5154	
0.717774	45.2763	
0.725098	46.076	
0.732423	46.9285	
0.739747	47.8418	
0.747071	48.8078	
0.754395	49.793	
0.76172	50.7418	
0.769044	51.5972	
0.776368	52.3258	
0.783692	52.9261	
0.791016	53.4162	
0.798341	53.8167	
0.805665	54.1396	
0.812989	54.3882	
0.820313	54.5616	
0.827638	54.6615	
0.834962	54.6965	
0.842286	54.682	
0.84961	54.637	
0.856934	54.5791	
0.864259	54.5231	
0.871583	54.4811	
0.878907	54.4645	
0.886231	54.4853	
0.893556	54.5553	
0.90088	54.6848	
0.908204	54.8801	
0.915528	55.142	
0.922852	55.4671	
0.930177	55.8491	
0.937501	56.2824	
0.944825	56.7645	
0.952149	57.2972	
0.959474	57.8849	
0.966798	58.5316	
0.974122	59.236	
0.981446	59.9879	
0.988771	60.7658	
0.996095	61.5412	
1.00342	62.288	
1.01074	62.9921	
1.01807	63.6546	
1.02539	64.2866	
1.03272	64.9008	
1.04004	65.5063	
1.04736	66.1087	
1.05469	66.7141	
1.06201	67.337	
1.06934	68.0081	
1.07666	68.7863	
1.08399	69.7708	
1.09131	71.094	
1.09863	72.787	
