f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0.102539	15.1806	
0.109863	17.3562	
0.117188	19.6908	
0.124512	22.1494	
0.131836	24.6726	
0.13916	27.1674	
0.146485	29.5053	
0.153809	31.5365	
0.161133	33.1241	
0.168457	34.1899	
0.175781	34.7414	
0.183106	34.8595	
0.19043	34.6586	
0.197754	34.2478	
0.205078	33.7114	
0.212403	33.105	
0.219727	32.4616	
0.227051	31.8001	
0.234375	31.1354	
0.241699	30.4858	
0.249024	29.877	
0.256348	29.341	
0.263672	28.9097	
0.270996	28.6077	
0.278321	28.4469	
0.285645	28.4259	
0.292969	28.5322	
0.300293	28.7475	
0.307617	29.0513	
0.314942	29.4243	
0.322266	29.8496	
0.32959	30.3139	
0.336914	30.8077	
0.344239	31.3262	
0.351563	31.8691	
0.358887	32.4399	
0.366211	33.0436	
0.373536	33.6851	
0.38086	34.3665	
0.388184	35.0863	
0.395508	35.8395	
0.402832	36.6185	
0.410157	37.4156	
0.417481	38.2231	
0.424805	39.0341	
0.432129	39.8412	
0.439454	40.636	
0.446778	41.4087	
0.454102	42.1481	
0.461426	42.8425	
0.46875	43.4796	
0.476075	44.048	
0.483399	44.5386	
0.490723	44.9467	
0.498047	45.2737	
0.505372	45.5274	
0.512696	45.7201	
0.52002	45.8652	
0.527344	45.9718	
0.534669	46.0411	
0.541993	46.0632	
0.549317	46.0221	
0.556641	45.9125	
0.563965	45.7591	
0.57129	45.6131	
0.578614	45.5228	
0.585938	45.5124	
0.593262	45.5856	
0.600587	45.7384	
0.607911	45.9667	
0.615235	46.2677	
0.622559	46.6381	
0.629883	47.0725	
0.637208	47.5624	
0.644532	48.0985	
0.651856	48.673	
0.65918	49.2826	
0.666505	49.9283	
0.673829	50.6144	
0.681153	51.3463	
0.688477	52.128	
0.695801	52.9618	
0.703126	53.8494	
0.71045	54.7945	
0.717774	55.8049	
0.725098	56.8931	
0.732423	58.0713	
0.739747	59.3393	
0.747071	60.6657	
0.754395	61.9722	
0.76172	63.1442	
0.769044	64.0801	
0.776368	64.7452	
0.783692	65.1784	
0.791016	65.4506	
0.798341	65.6224	
0.805665	65.7287	
0.812989	65.7824	
0.820313	65.7869	
0.827638	65.7449	
0.834962	65.664	
0.842286	65.5546	
0.84961	65.4265	
0.856934	65.2849	
0.864259	65.1308	
0.871583	64.9657	
0.878907	64.7966	
0.886231	64.6389	
0.893556	64.5145	
0.90088	64.4476	
0.908204	64.4582	
0.915528	64.5582	
0.922852	64.751	
0.930177	65.0336	
0.937501	65.4031	
0.944825	65.8614	
0.952149	66.4192	
0.959474	67.0936	
0.966798	67.9011	
0.974122	68.8451	
0.981446	69.9023	
0.988771	71.0167	
0.996095	72.1108	
1.00342	73.115	
1.01074	73.9929	
1.01807	74.745	
1.02539	75.391	
1.03272	75.9531	
1.04004	76.4482	
1.04736	76.8892	
1.05469	77.2882	
1.06201	77.661	
1.06934	78.0328	
1.07666	78.4524	
1.08399	79.0167	
1.09131	79.9122	
1.09863	81.4308	
