f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0.102539	13.9742	
0.109863	16.0605	
0.117188	18.2975	
0.124512	20.6455	
0.131836	23.0403	
0.13916	25.3866	
0.146485	27.5608	
0.153809	29.4289	
0.161133	30.8799	
0.168457	31.8601	
0.175781	32.3866	
0.183106	32.5299	
0.19043	32.3816	
0.197754	32.0279	
0.205078	31.5367	
0.212403	30.957	
0.219727	30.3225	
0.227051	29.658	
0.234375	28.9856	
0.241699	28.3295	
0.249024	27.719	
0.256348	27.1864	
0.263672	26.7622	
0.270996	26.4685	
0.278321	26.3148	
0.285645	26.2974	
0.292969	26.4026	
0.300293	26.6113	
0.307617	26.9031	
0.314942	27.2592	
0.322266	27.6636	
0.32959	28.1036	
0.336914	28.5706	
0.344239	29.06	
0.351563	29.5712	
0.358887	30.107	
0.366211	30.6718	
0.373536	31.27	
0.38086	31.9036	
0.388184	32.5716	
0.395508	33.2697	
0.402832	33.992	
0.410157	34.7321	
0.417481	35.4837	
0.424805	36.2412	
0.432129	36.9983	
0.439454	37.7477	
0.446778	38.4805	
0.454102	39.1862	
0.461426	39.8532	
0.46875	40.469	
0.476075	41.021	
0.483399	41.4981	
0.490723	41.8933	
0.498047	42.2055	
0.505372	42.4407	
0.512696	42.6101	
0.52002	42.7267	
0.527344	42.7999	
0.534669	42.8306	
0.541993	42.8094	
0.549317	42.7227	
0.556641	42.5708	
0.563965	42.3868	
0.57129	42.2285	
0.578614	42.1459	
0.585938	42.161	
0.593262	42.274	
0.600587	42.4782	
0.607911	42.7675	
0.615235	43.1379	
0.622559	43.5853	
0.629883	44.1033	
0.637208	44.6822	
0.644532	45.3111	
0.651856	45.9799	
0.65918	46.6824	
0.666505	47.4166	
0.673829	48.1845	
0.681153	48.9897	
0.688477	49.8357	
0.695801	50.7257	
0.703126	51.6631	
0.71045	52.6533	
0.717774	53.7051	
0.725098	54.8297	
0.732423	56.035	
0.739747	57.3131	
0.747071	58.623	
0.754395	59.8792	
0.76172	60.9699	
0.769044	61.8092	
0.776368	62.3833	
0.783692	62.7449	
0.791016	62.968	
0.798341	63.1107	
0.805665	63.2035	
0.812989	63.2557	
0.820313	63.2659	
0.827638	63.2293	
0.834962	63.143	
0.842286	63.0059	
0.84961	62.8186	
0.856934	62.5842	
0.864259	62.3105	
0.871583	62.013	
0.878907	61.7156	
0.886231	61.4482	
0.893556	61.2409	
0.90088	61.1181	
0.908204	61.0936	
0.915528	61.17	
0.922852	61.3408	
0.930177	61.5954	
0.937501	61.9255	
0.944825	62.3296	
0.952149	62.8147	
0.959474	63.3936	
0.966798	64.078	
0.974122	64.8673	
0.981446	65.7386	
0.988771	66.6431	
0.996095	67.5214	
1.00342	68.3311	
1.01074	69.0666	
1.01807	69.7531	
1.02539	70.4222	
1.03272	71.0916	
1.04004	71.7621	
1.04736	72.4262	
1.05469	73.0835	
1.06201	73.7535	
1.06934	74.4856	
1.07666	75.371	
1.08399	76.5619	
1.09131	78.2879	
1.09863	80.7611	
